id,word,year,word_usage_at_year,total_words_at_year,word_frequency_at_year
30904,επισυμ-παρειμι,-592.0,0.0,55003.0,0.0
30904,επισυμ-παρειμι,-560.0,0.0,12186.0,0.0
30904,επισυμ-παρειμι,-550.0,0.0,66569.0,0.0
30904,επισυμ-παρειμι,-500.0,0.0,10729.0,0.0
30904,επισυμ-παρειμι,-490.0,0.0,45822.0,0.0
30904,επισυμ-παρειμι,-479.0,0.0,72501.0,0.0
30904,επισυμ-παρειμι,-478.0,0.0,65575.0,0.0
30904,επισυμ-παρειμι,-450.0,0.0,7513.0,0.0
30904,επισυμ-παρειμι,-443.0,0.0,195.0,0.0
30904,επισυμ-παρειμι,-440.0,0.0,106.0,0.0
30904,επισυμ-παρειμι,-429.0,0.0,1887.0,0.0
30904,επισυμ-παρειμι,-415.0,0.0,28324.0,0.0
30904,επισυμ-παρειμι,-406.0,0.0,12.0,0.0
30904,επισυμ-παρειμι,-387.0,0.0,2165.0,0.0
30904,επισυμ-παρειμι,-355.0,0.0,12131.0,0.0
30904,επισυμ-παρειμι,-353.0,0.0,200430.0,0.0
30904,επισυμ-παρειμι,-350.0,0.0,4465.0,0.0
30904,επισυμ-παρειμι,-329.0,0.0,80601.0,0.0
30904,επισυμ-παρειμι,-325.0,0.0,8414.0,0.0
30904,επισυμ-παρειμι,-316.0,0.0,2481.0,0.0
30904,επισυμ-παρειμι,-300.0,0.0,52020.0,0.0
30904,επισυμ-παρειμι,-275.0,0.0,73.0,0.0
30904,επισυμ-παρειμι,-270.0,0.0,3352.0,0.0
30904,επισυμ-παρειμι,-266.0,0.0,787546.0,0.0
30904,επισυμ-παρειμι,-249.0,0.0,26369.0,0.0
30904,επισυμ-παρειμι,-218.0,0.0,59925.0,0.0
30904,επισυμ-παρειμι,-200.0,0.0,19729.0,0.0
30904,επισυμ-παρειμι,-155.0,0.0,22130.0,0.0
30904,επισυμ-παρειμι,-150.0,0.0,2237.0,0.0
30904,επισυμ-παρειμι,-149.0,0.0,5545.0,0.0
30904,επισυμ-παρειμι,-148.0,0.0,11087.0,0.0
30904,επισυμ-παρειμι,-138.0,0.0,1583.0,0.0
30904,επισυμ-παρειμι,-100.0,0.0,22527.0,0.0
30904,επισυμ-παρειμι,-87.0,0.0,372.0,0.0
30904,επισυμ-παρειμι,-75.0,0.0,23058.0,0.0
30904,επισυμ-παρειμι,-64.0,0.0,1019.0,0.0
30904,επισυμ-παρειμι,-50.0,0.0,860668.0,0.0
30904,επισυμ-παρειμι,-34.0,0.0,15303.0,0.0
30904,επισυμ-παρειμι,-20.0,0.0,30816.0,0.0
30904,επισυμ-παρειμι,15.0,0.0,474845.0,0.0
30904,επισυμ-παρειμι,49.0,0.0,4576.0,0.0
30904,επισυμ-παρειμι,50.0,0.0,45715.0,0.0
30904,επισυμ-παρειμι,65.0,0.0,259529.0,0.0
30904,επισυμ-παρειμι,75.0,0.0,445.0,0.0
30904,επισυμ-παρειμι,80.0,0.0,6613.0,0.0
30904,επισυμ-παρειμι,90.0,0.0,27410.0,0.0
30904,επισυμ-παρειμι,100.0,0.0,43916.0,0.0
30904,επισυμ-παρειμι,112.0,0.0,1034.0,0.0
30904,επισυμ-παρειμι,115.0,0.0,31254.0,0.0
30904,επισυμ-παρειμι,127.0,0.0,14129.0,0.0
30904,επισυμ-παρειμι,130.0,0.0,262334.0,0.0
30904,επισυμ-παρειμι,132.0,0.0,56086.0,0.0
30904,επισυμ-παρειμι,135.0,0.0,187439.0,0.0
