id,word,year,mean_weighted_sentiment
29440,σηκος,-500.0,-0.9867
29440,σηκος,-450.0,-0.9922
29440,σηκος,-353.0,-0.957975
29440,σηκος,-50.0,-0.9509375000000001
29440,σηκος,200.0,-0.9675333333333332
29440,σηκος,425.0,-0.890325
29440,σηκος,950.0,-0.9872
