id,word,year,mean_weighted_sentiment
35367,φυσις,-500.0,-0.9858
35367,φυσις,-479.0,-0.9571000000000001
35367,φυσις,-450.0,-0.983525
35367,φυσις,-415.0,-0.40839999999999993
35367,φυσις,-387.0,-0.96905
35367,φυσις,-353.0,-0.8561014705882353
35367,φυσις,-329.0,-0.9873
35367,φυσις,-149.0,-0.9915
35367,φυσις,-50.0,-0.9540132352941176
35367,φυσις,15.0,-0.9276
35367,φυσις,49.0,-0.9323
35367,φυσις,90.0,-0.9192750000000001
35367,φυσις,127.0,-0.9505
35367,φυσις,147.0,-0.9327307692307691
35367,φυσις,150.0,-0.9477694915254237
35367,φυσις,161.0,-0.8709
35367,φυσις,172.0,-0.868025
35367,φυσις,200.0,-0.8966965986394556
35367,φυσις,219.0,-0.9074
35367,φυσις,237.0,-0.7901499999999999
35367,φυσις,299.0,-0.9246399999999999
35367,φυσις,320.0,-0.9261
35367,φυσις,350.0,-0.9532571428571429
35367,φυσις,352.0,-0.9577
35367,φυσις,359.0,-0.9710624999999999
35367,φυσις,425.0,-0.9073625000000001
35367,φυσις,447.0,-0.89685
35367,φυσις,448.0,-0.94365
35367,φυσις,530.0,-0.9723818181818181
35367,φυσις,550.0,-0.9419533333333335
35367,φυσις,1118.0,-0.9695
35367,φυσις,1127.0,-0.9516749999999999
