id,word,year,mean_weighted_sentiment
5039,αρχαιος,-550.0,0.5141
5039,αρχαιος,-479.0,-0.8645
5039,αρχαιος,-353.0,-0.9515181818181816
5039,αρχαιος,-266.0,-0.8101583333333333
5039,αρχαιος,-155.0,-0.9223
5039,αρχαιος,-50.0,-0.8891653846153846
5039,αρχαιος,15.0,-0.9814
5039,αρχαιος,50.0,-0.9408
5039,αρχαιος,127.0,-0.9711
5039,αρχαιος,150.0,-0.9493600000000001
5039,αρχαιος,152.0,-0.86675
5039,αρχαιος,200.0,-0.93765
5039,αρχαιος,269.0,-0.968
5039,αρχαιος,320.0,-0.9782
5039,αρχαιος,352.0,-0.9552
5039,αρχαιος,425.0,-0.8829
5039,αρχαιος,530.0,-0.9683999999999999
5039,αρχαιος,550.0,-0.946025
5039,αρχαιος,950.0,-0.9219827586206897
