id,word,year,mean_weighted_sentiment
17726,κενος,-500.0,-0.9891
17726,κενος,-490.0,-0.9922
17726,κενος,-450.0,-0.8814300000000002
17726,κενος,-353.0,-0.949375
17726,κενος,-266.0,-0.9817999999999999
17726,κενος,-155.0,-0.963225
17726,κενος,-149.0,0.7096
17726,κενος,-50.0,-0.9264587500000001
17726,κενος,-34.0,-0.9181
17726,κενος,15.0,-0.9222
17726,κενος,127.0,-0.95425
17726,κενος,150.0,-0.9913666666666666
17726,κενος,152.0,-0.9601
17726,κενος,172.0,-0.98875
17726,κενος,182.0,-0.9894
17726,κενος,200.0,-0.8563117647058823
17726,κενος,237.0,-0.9577
17726,κενος,269.0,-0.9908000000000001
17726,κενος,350.0,-0.9649
17726,κενος,352.0,-0.9854499999999999
17726,κενος,425.0,-0.9112
17726,κενος,448.0,-0.9924
17726,κενος,530.0,-0.9703999999999999
17726,κενος,950.0,-0.9825500000000001
