id,word,year,mean_weighted_sentiment
26265,πιστις,-387.0,-0.984
26265,πιστις,-353.0,-0.93355
26265,πιστις,-266.0,-0.9541000000000001
26265,πιστις,-149.0,-0.97475
26265,πιστις,-50.0,-0.9599347826086957
26265,πιστις,-34.0,-0.3116
26265,πιστις,15.0,-0.9633499999999999
26265,πιστις,49.0,-0.9378500000000001
26265,πιστις,147.0,-0.8991166666666667
26265,πιστις,150.0,-0.9360199999999999
26265,πιστις,182.0,-0.9538
26265,πιστις,200.0,-0.9897
26265,πιστις,219.0,-0.9194
26265,πιστις,299.0,-0.9321
26265,πιστις,311.0,-0.9011
26265,πιστις,350.0,-0.858
26265,πιστις,425.0,-0.8985705882352941
26265,πιστις,490.0,-0.8849
26265,πιστις,530.0,-0.9718
