id,word,year,mean_weighted_sentiment
16088,ιστημι,-490.0,-0.757
16088,ιστημι,-450.0,-0.256875
16088,ιστημι,-415.0,0.8366
16088,ιστημι,-353.0,-0.9289363636363636
16088,ιστημι,-300.0,-0.8311000000000001
16088,ιστημι,-270.0,-0.92078
16088,ιστημι,-266.0,-0.8642150000000001
16088,ιστημι,-249.0,-0.8816
16088,ιστημι,-155.0,-0.933
16088,ιστημι,-50.0,-0.9602014184397164
16088,ιστημι,15.0,-0.5791999999999999
16088,ιστημι,49.0,-0.9315
16088,ιστημι,147.0,-0.9225833333333332
16088,ιστημι,150.0,-0.8197
16088,ιστημι,152.0,-0.9826
16088,ιστημι,172.0,-0.9731333333333332
16088,ιστημι,200.0,-0.9619166666666666
16088,ιστημι,219.0,-0.9811
16088,ιστημι,237.0,-0.9601999999999999
16088,ιστημι,249.0,-0.9468875
16088,ιστημι,299.0,-0.9354
16088,ιστημι,311.0,-0.9324
16088,ιστημι,320.0,-0.9563333333333334
16088,ιστημι,350.0,-0.9585
16088,ιστημι,425.0,-0.9345833333333333
16088,ιστημι,447.0,-0.863
16088,ιστημι,448.0,-0.9648749999999999
16088,ιστημι,490.0,-0.8694
16088,ιστημι,550.0,-0.92785
16088,ιστημι,1118.0,-0.9263
16088,ιστημι,1150.0,-0.9582
