id,word,year,mean_weighted_sentiment
9906,ειτα,-550.0,-0.680142857142857
9906,ειτα,-500.0,-0.9792785714285713
9906,ειτα,-490.0,-0.9905
9906,ειτα,-479.0,-0.94579
9906,ειτα,-450.0,-0.9745615384615385
9906,ειτα,-415.0,-0.9736666666666668
9906,ειτα,-387.0,-0.6365454545454545
9906,ειτα,-353.0,-0.8709617647058822
9906,ειτα,-266.0,-0.8903972727272726
9906,ειτα,-249.0,-0.9272499999999999
9906,ειτα,-155.0,-0.9315571428571429
9906,ειτα,-149.0,-0.8021250000000001
9906,ειτα,-50.0,-0.9418293103448275
9906,ειτα,-34.0,-0.9628
9906,ειτα,15.0,-0.9403
9906,ειτα,49.0,-0.9051
9906,ειτα,80.0,-0.92914
9906,ειτα,90.0,-0.9334272727272727
9906,ειτα,127.0,-0.9477461538461536
9906,ειτα,147.0,-0.890540909090909
9906,ειτα,150.0,-0.9107016853932584
9906,ειτα,152.0,-0.6487666666666667
9906,ειτα,161.0,-0.885
9906,ειτα,172.0,-0.8953511111111112
9906,ειτα,182.0,-0.9319200000000001
9906,ειτα,200.0,-0.8826534782608695
9906,ειτα,205.0,-0.9686666666666667
9906,ειτα,219.0,-0.9224749999999999
9906,ειτα,237.0,-0.8562411764705882
9906,ειτα,249.0,-0.9668
9906,ειτα,269.0,-0.9665781250000001
9906,ειτα,299.0,-0.9396
9906,ειτα,311.0,-0.7759272727272727
9906,ειτα,320.0,-0.9284299999999999
9906,ειτα,350.0,-0.8275266666666667
9906,ειτα,352.0,-0.9700666666666667
9906,ειτα,359.0,-0.9299666666666667
9906,ειτα,383.0,-0.94945
9906,ειτα,425.0,-0.8889245098039216
9906,ειτα,447.0,-0.9463142857142858
9906,ειτα,448.0,-0.881551612903226
9906,ειτα,490.0,-0.9087574712643678
9906,ειτα,530.0,-0.942130612244898
9906,ειτα,550.0,-0.9445921568627452
9906,ειτα,950.0,-0.9680779369627507
9906,ειτα,1118.0,-0.9604
9906,ειτα,1127.0,-0.9391666666666666
9906,ειτα,1150.0,-0.9499599999999999
