id,word,year,mean_weighted_sentiment
23924,ουταζω,-550.0,-0.978
23924,ουταζω,-490.0,0.7987
23924,ουταζω,-479.0,-0.806
23924,ουταζω,-450.0,-0.55884
23924,ουταζω,-353.0,-0.8902685393258427
23924,ουταζω,-300.0,-0.9716
23924,ουταζω,-266.0,-0.9516181818181818
23924,ουταζω,-249.0,-0.98475
23924,ουταζω,-155.0,-0.7741818181818182
23924,ουταζω,-149.0,-0.6333687499999999
23924,ουταζω,-100.0,-0.95825
23924,ουταζω,-50.0,-0.9414720720720721
23924,ουταζω,-34.0,-0.952
23924,ουταζω,15.0,-0.7853454545454546
23924,ουταζω,49.0,0.8618
23924,ουταζω,80.0,-0.9212
23924,ουταζω,90.0,-0.6374666666666666
23924,ουταζω,127.0,-0.9521
23924,ουταζω,147.0,-0.9303461538461538
23924,ουταζω,150.0,-0.7824670212765955
23924,ουταζω,152.0,-0.9696333333333333
23924,ουταζω,161.0,-0.9612499999999999
23924,ουταζω,172.0,-0.7012687499999999
23924,ουταζω,200.0,-0.9252948051948051
23924,ουταζω,219.0,-0.97315
23924,ουταζω,237.0,-0.699425
23924,ουταζω,249.0,-0.9335666666666667
23924,ουταζω,269.0,-0.973611111111111
23924,ουταζω,299.0,-0.89325
23924,ουταζω,311.0,-0.9546333333333332
23924,ουταζω,320.0,-0.9313727272727274
23924,ουταζω,350.0,-0.8684125
23924,ουταζω,352.0,-0.9689714285714286
23924,ουταζω,359.0,-0.96515
23924,ουταζω,425.0,-0.9207641025641025
23924,ουταζω,448.0,-0.9070089285714287
23924,ουταζω,490.0,-0.8755944444444443
23924,ουταζω,530.0,-0.7874625
23924,ουταζω,550.0,-0.9662810810810811
23924,ουταζω,950.0,-0.9711673469387754
23924,ουταζω,1118.0,-0.9566399999999999
23924,ουταζω,1127.0,-0.957225
23924,ουταζω,1150.0,-0.9720333333333334
