id,word,year,mean_weighted_sentiment
21575,μοριος,-479.0,-0.9444
21575,μοριος,-353.0,-0.8882710144927536
21575,μοριος,-270.0,-0.9778
21575,μοριος,-155.0,-0.9756
21575,μοριος,-50.0,-0.9511875000000001
21575,μοριος,-34.0,-0.97095
21575,μοριος,90.0,-0.940525
21575,μοριος,150.0,-0.95488
21575,μοριος,172.0,-0.7065571428571429
21575,μοριος,200.0,-0.9408833333333334
21575,μοριος,237.0,-0.971
21575,μοριος,249.0,-0.8503
21575,μοριος,352.0,-0.9565
21575,μοριος,425.0,-0.9355666666666665
21575,μοριος,448.0,-0.9455
21575,μοριος,530.0,-0.9486
21575,μοριος,550.0,-0.94415
21575,μοριος,950.0,-0.9770076923076924
21575,μοριος,1150.0,-0.9561000000000001
