id,word,year,mean_weighted_sentiment
73,αγαθος,-550.0,-0.9765
73,αγαθος,-479.0,-0.9831
73,αγαθος,-450.0,-0.9913
73,αγαθος,-387.0,-0.6124142857142856
73,αγαθος,-353.0,-0.9374213114754099
73,αγαθος,-266.0,-0.8487082352941175
73,αγαθος,-149.0,-0.8892
73,αγαθος,-50.0,-0.9362711340206187
73,αγαθος,-34.0,-0.9346
73,αγαθος,15.0,-0.9109375000000001
73,αγαθος,49.0,-0.9154
73,αγαθος,147.0,-0.9165533333333332
73,αγαθος,150.0,-0.9353213872832371
73,αγαθος,152.0,-0.9358636363636365
73,αγαθος,172.0,-0.98225
73,αγαθος,182.0,-0.9482333333333334
73,αγαθος,200.0,-0.9140565789473686
73,αγαθος,219.0,-0.9526333333333333
73,αγαθος,237.0,-0.8114125
73,αγαθος,269.0,-0.9144
73,αγαθος,299.0,-0.9659
73,αγαθος,350.0,-0.7636090909090908
73,αγαθος,448.0,-0.90805
73,αγαθος,490.0,-0.9578
73,αγαθος,550.0,-0.947575
73,αγαθος,950.0,-0.9324866666666667
73,αγαθος,1118.0,-0.93835
73,αγαθος,1127.0,-0.95565
