id,word,year,mean_weighted_sentiment
16228,καθαρος,-415.0,-0.9633499999999999
16228,καθαρος,-353.0,-0.9411
16228,καθαρος,-266.0,-0.987
16228,καθαρος,-155.0,-0.992
16228,καθαρος,-50.0,-0.9683800000000001
16228,καθαρος,-34.0,-0.9773
16228,καθαρος,15.0,-0.9248
16228,καθαρος,49.0,-0.9449000000000001
16228,καθαρος,80.0,-0.9505
16228,καθαρος,90.0,-0.9434
16228,καθαρος,150.0,-0.9350888888888887
16228,καθαρος,172.0,-0.8207
16228,καθαρος,182.0,-0.9724
16228,καθαρος,205.0,-0.9754750000000001
16228,καθαρος,299.0,-0.9655
16228,καθαρος,311.0,-0.96505
16228,καθαρος,350.0,-0.9502
16228,καθαρος,425.0,0.07690000000000002
16228,καθαρος,950.0,-0.9602599999999999
