id,word,year,mean_weighted_sentiment
24167,παλαιος,-490.0,-0.9896
24167,παλαιος,-479.0,-0.9612
24167,παλαιος,-450.0,-0.9833000000000001
24167,παλαιος,-415.0,-0.98115
24167,παλαιος,-353.0,-0.9917
24167,παλαιος,-266.0,-0.9902
24167,παλαιος,-50.0,-0.946742028985507
24167,παλαιος,15.0,-0.9642
24167,παλαιος,90.0,-0.9227000000000001
24167,παλαιος,127.0,-0.9434
24167,παλαιος,147.0,-0.92595
24167,παλαιος,150.0,-0.9543923076923077
24167,παλαιος,152.0,-0.9634714285714286
24167,παλαιος,172.0,-0.9434999999999999
24167,παλαιος,182.0,-0.8554
24167,παλαιος,200.0,-0.9721428571428572
24167,παλαιος,219.0,-0.92545
24167,παλαιος,237.0,-0.9506
24167,παλαιος,249.0,-0.9295
24167,παλαιος,320.0,-0.8680666666666665
24167,παλαιος,335.0,-0.9507
24167,παλαιος,350.0,-0.9380571428571428
24167,παλαιος,425.0,-0.8317823529411764
24167,παλαιος,448.0,-0.9609
24167,παλαιος,490.0,-0.9917
24167,παλαιος,530.0,-0.8802399999999999
24167,παλαιος,550.0,-0.9500181818181819
24167,παλαιος,950.0,-0.9806446428571428
24167,παλαιος,1118.0,-0.9599
24167,παλαιος,1127.0,-0.934
