id,word,year,mean_weighted_sentiment
34363,υς,-550.0,0.7509
34363,υς,-500.0,-0.9716
34363,υς,-490.0,-0.9910333333333332
34363,υς,-479.0,-0.9059333333333333
34363,υς,-450.0,-0.78915
34363,υς,-415.0,-0.98125
34363,υς,-353.0,-0.7144539130434782
34363,υς,-329.0,-0.3316
34363,υς,-270.0,-0.9231
34363,υς,-266.0,-0.9171618320610687
34363,υς,-249.0,-0.8120999999999999
34363,υς,-155.0,-0.8094818181818181
34363,υς,-149.0,-0.7448142857142857
34363,υς,-100.0,-0.95795
34363,υς,-50.0,-0.9355075684380032
34363,υς,-34.0,-0.9105333333333334
34363,υς,15.0,-0.6664058823529412
34363,υς,49.0,-0.8111066666666666
34363,υς,80.0,-0.9275428571428571
34363,υς,90.0,-0.8257611111111112
34363,υς,127.0,-0.6421666666666667
34363,υς,147.0,-0.8011249999999999
34363,υς,150.0,-0.8457988505747125
34363,υς,152.0,-0.8355229508196722
34363,υς,172.0,-0.6780324324324324
34363,υς,182.0,-0.9285142857142857
34363,υς,200.0,-0.7395261904761904
34363,υς,205.0,-0.9694
34363,υς,219.0,-0.9486000000000001
34363,υς,237.0,-0.8924364705882352
34363,υς,249.0,-0.485
34363,υς,269.0,-0.9045972222222223
34363,υς,299.0,-0.9566571428571429
34363,υς,311.0,-0.7677916666666667
34363,υς,320.0,-0.9193100000000001
34363,υς,335.0,-0.9754
34363,υς,350.0,-0.7557074074074074
34363,υς,352.0,-0.71395
34363,υς,359.0,-0.9128285714285714
34363,υς,383.0,-0.8544833333333332
34363,υς,425.0,-0.7136481927710843
34363,υς,447.0,-0.89005
34363,υς,448.0,-0.8419806451612902
34363,υς,490.0,-0.8664918367346939
34363,υς,530.0,-0.7940037037037038
34363,υς,550.0,-0.9337956043956045
34363,υς,950.0,-0.9694831460674158
34363,υς,1118.0,-0.952588888888889
34363,υς,1127.0,-0.7518
34363,υς,1150.0,-0.8820749999999999
