id,word,year,mean_weighted_sentiment
21150,μηνη,-550.0,-0.9835499999999999
21150,μηνη,-490.0,-0.9905333333333334
21150,μηνη,-450.0,-0.15772499999999998
21150,μηνη,-415.0,-0.9851
21150,μηνη,-353.0,-0.8644789473684211
21150,μηνη,-329.0,-0.8469
21150,μηνη,-266.0,-0.9568000000000001
21150,μηνη,-155.0,-0.9567625
21150,μηνη,-100.0,-0.9449666666666667
21150,μηνη,-50.0,-0.9581575000000001
21150,μηνη,15.0,-0.97115
21150,μηνη,50.0,-0.9069
21150,μηνη,127.0,-0.99245
21150,μηνη,147.0,-0.8525238095238095
21150,μηνη,150.0,-0.9411555555555555
21150,μηνη,152.0,-0.96634
21150,μηνη,172.0,-0.871775
21150,μηνη,182.0,-0.8867
21150,μηνη,200.0,-0.8772958333333333
21150,μηνη,219.0,-0.9901
21150,μηνη,237.0,-0.9199999999999999
21150,μηνη,269.0,-0.9866333333333334
21150,μηνη,299.0,-0.8959833333333332
21150,μηνη,311.0,-0.9066000000000001
21150,μηνη,320.0,-0.8877
21150,μηνη,335.0,-0.9582
21150,μηνη,350.0,-0.8003588235294118
21150,μηνη,352.0,-0.9903666666666666
21150,μηνη,425.0,-0.9522
21150,μηνη,447.0,-0.9597
21150,μηνη,448.0,-0.9572666666666668
21150,μηνη,530.0,-0.9740875
21150,μηνη,550.0,-0.9820526315789473
21150,μηνη,950.0,-0.9364365853658537
