id,word,year,mean_weighted_sentiment
13369,ετερος,-550.0,-0.9783
13369,ετερος,-479.0,-0.84656875
13369,ετερος,-415.0,-0.9862
13369,ετερος,-387.0,0.7476
13369,ετερος,-353.0,-0.9416482758620691
13369,ετερος,-266.0,-0.9692200000000001
13369,ετερος,-249.0,-0.9195333333333333
13369,ετερος,-155.0,-0.95185
13369,ετερος,-149.0,-0.99304
13369,ετερος,-50.0,-0.9437797872340427
13369,ετερος,-34.0,-0.027549999999999963
13369,ετερος,15.0,-0.9534166666666667
13369,ετερος,49.0,-0.95095
13369,ετερος,90.0,-0.9458249999999999
13369,ετερος,127.0,-0.9716666666666667
13369,ετερος,147.0,-0.9236799999999998
13369,ετερος,150.0,-0.9467981132075469
13369,ετερος,152.0,-0.9899
13369,ετερος,172.0,-0.9913
13369,ετερος,200.0,-0.953288524590164
13369,ετερος,219.0,-0.9114
13369,ετερος,237.0,-0.9532444444444444
13369,ετερος,249.0,-0.9298500000000001
13369,ετερος,269.0,-0.9616
13369,ετερος,311.0,-0.9679500000000001
13369,ετερος,320.0,-0.926975
13369,ετερος,350.0,-0.9335514285714286
13369,ετερος,352.0,-0.9634
13369,ετερος,383.0,-0.964
13369,ετερος,425.0,-0.9076000000000002
13369,ετερος,448.0,-0.9490333333333334
13369,ετερος,490.0,-0.8911125
13369,ετερος,530.0,-0.9507051282051281
13369,ετερος,550.0,-0.9501
13369,ετερος,950.0,-0.9714754385964912
13369,ετερος,1118.0,-0.9523
13369,ετερος,1127.0,-0.96565
