id,word,year,mean_weighted_sentiment
31937,σφοδρος,-450.0,-0.9911
31937,σφοδρος,-353.0,-0.9908
31937,σφοδρος,-266.0,-0.7593777777777777
31937,σφοδρος,-149.0,-0.99
31937,σφοδρος,-50.0,-0.953342857142857
31937,σφοδρος,15.0,-0.8848
31937,σφοδρος,150.0,-0.8389
31937,σφοδρος,152.0,-0.9888
31937,σφοδρος,172.0,-0.9879199999999999
31937,σφοδρος,200.0,-0.9199
31937,σφοδρος,530.0,-0.9386
