id,word,year,mean_weighted_sentiment
19476,λεπτος,-500.0,-0.991
19476,λεπτος,-415.0,-0.9176
19476,λεπτος,-353.0,-0.9476
19476,λεπτος,-155.0,-0.9913
19476,λεπτος,-50.0,-0.9571826086956522
19476,λεπτος,15.0,-0.8968
19476,λεπτος,150.0,-0.9326333333333334
19476,λεπτος,172.0,-0.6716857142857143
19476,λεπτος,200.0,-0.7326999999999999
19476,λεπτος,249.0,-0.9475333333333333
19476,λεπτος,269.0,-0.9725333333333332
19476,λεπτος,352.0,-0.99085
19476,λεπτος,425.0,-0.9652
19476,λεπτος,447.0,-0.8735
19476,λεπτος,530.0,-0.9862333333333334
19476,λεπτος,950.0,-0.9792666666666667
