id,word,year,mean_weighted_sentiment
14522,ζωος,-550.0,-0.8555
14522,ζωος,-479.0,-0.9736428571428571
14522,ζωος,-387.0,-0.9700799999999999
14522,ζωος,-353.0,-0.8613626168224301
14522,ζωος,-266.0,-0.8537
14522,ζωος,-50.0,-0.9410726315789474
14522,ζωος,15.0,-0.9503444444444443
14522,ζωος,49.0,-0.9416
14522,ζωος,147.0,-0.8436833333333332
14522,ζωος,150.0,-0.9546310344827588
14522,ζωος,152.0,-0.9462
14522,ζωος,161.0,-0.9467333333333334
14522,ζωος,172.0,-0.9765
14522,ζωος,182.0,-0.93965
14522,ζωος,200.0,-0.888015909090909
14522,ζωος,237.0,-0.8444863636363636
14522,ζωος,269.0,-0.9828
14522,ζωος,299.0,-0.7335
14522,ζωος,311.0,-0.9499
14522,ζωος,352.0,-0.9816222222222222
14522,ζωος,359.0,-0.9272
14522,ζωος,383.0,-0.940175
14522,ζωος,448.0,-0.9318500000000001
14522,ζωος,490.0,-0.8821
14522,ζωος,550.0,-0.9235249999999999
14522,ζωος,950.0,-0.9767191780821918
14522,ζωος,1118.0,-0.9416
14522,ζωος,1150.0,-0.9302777777777779
