id,word,year,mean_weighted_sentiment
23185,ομοιος,-550.0,-0.8351
23185,ομοιος,-479.0,-0.9747
23185,ομοιος,-450.0,-0.9884
23185,ομοιος,-353.0,-0.9289479999999999
23185,ομοιος,-329.0,-0.9827
23185,ομοιος,-300.0,-0.9103
23185,ομοιος,-266.0,-0.971025
23185,ομοιος,-249.0,-0.8378
23185,ομοιος,-155.0,-0.8670500000000001
23185,ομοιος,-50.0,-0.9551347826086957
23185,ομοιος,15.0,-0.9133
23185,ομοιος,80.0,-0.9073
23185,ομοιος,90.0,-0.909
23185,ομοιος,127.0,-0.8711
23185,ομοιος,147.0,-0.952375
23185,ομοιος,150.0,-0.9268619047619047
23185,ομοιος,152.0,-0.9069333333333333
23185,ομοιος,172.0,-0.9916
23185,ομοιος,200.0,-0.9130524999999998
23185,ομοιος,205.0,-0.9787
23185,ομοιος,237.0,-0.8816666666666667
23185,ομοιος,269.0,-0.9914
23185,ομοιος,320.0,-0.9348333333333333
23185,ομοιος,350.0,-0.9292
23185,ομοιος,352.0,-0.9779
23185,ομοιος,425.0,-0.904825
23185,ομοιος,448.0,-0.91845
23185,ομοιος,490.0,-0.827
23185,ομοιος,530.0,-0.9482941176470587
23185,ομοιος,550.0,-0.9186749999999999
23185,ομοιος,950.0,-0.9798437499999999
23185,ομοιος,1127.0,-0.9182
23185,ομοιος,1150.0,-0.97685
