id,word,year,mean_weighted_sentiment
35995,χρονος,-550.0,-0.9785
35995,χρονος,-490.0,-0.6502
35995,χρονος,-479.0,-0.9539000000000002
35995,χρονος,-450.0,-0.8313200000000001
35995,χρονος,-387.0,-0.7969111111111111
35995,χρονος,-353.0,-0.8536973684210526
35995,χρονος,-266.0,-0.9637749999999999
35995,χρονος,-155.0,-0.95505
35995,χρονος,-149.0,-0.8190583333333334
35995,χρονος,-100.0,-0.992
35995,χρονος,-50.0,-0.9582216494845361
35995,χρονος,15.0,-0.88475
35995,χρονος,127.0,-0.9359999999999999
35995,χρονος,147.0,-0.854852
35995,χρονος,150.0,-0.8147551724137932
35995,χρονος,152.0,-0.938175
35995,χρονος,161.0,-0.9527
35995,χρονος,172.0,-0.6955461538461539
35995,χρονος,200.0,-0.835325
35995,χρονος,205.0,-0.9932
35995,χρονος,219.0,-0.962
35995,χρονος,237.0,-0.9319214285714287
35995,χρονος,269.0,-0.9864
35995,χρονος,350.0,-0.9342599999999999
35995,χρονος,352.0,-0.9715777777777777
35995,χρονος,359.0,-0.9609
35995,χρονος,425.0,-0.9314515151515151
35995,χρονος,448.0,-0.961025
35995,χρονος,490.0,-0.8847999999999998
35995,χρονος,530.0,-0.9729399999999998
35995,χρονος,550.0,-0.9630888888888889
35995,χρονος,950.0,-0.974154
