id,word,year,mean_weighted_sentiment
24434,πανος,-490.0,-0.9923000000000002
24434,πανος,-479.0,-0.9441
24434,πανος,-450.0,-0.98856
24434,πανος,-353.0,-0.7839769230769232
24434,πανος,-266.0,-0.9502869565217391
24434,πανος,-249.0,-0.9288000000000001
24434,πανος,-155.0,-0.90495
24434,πανος,-100.0,-0.9897
24434,πανος,-50.0,-0.9361870967741935
24434,πανος,150.0,-0.9500850000000002
24434,πανος,152.0,-0.9652000000000001
24434,πανος,161.0,-0.8763
24434,πανος,172.0,-0.1593
24434,πανος,200.0,-0.8567150943396226
24434,πανος,219.0,-0.9882
24434,πανος,237.0,-0.6936166666666667
24434,πανος,249.0,-0.9466
24434,πανος,269.0,-0.9857
24434,πανος,299.0,-0.9298
24434,πανος,350.0,-0.943
24434,πανος,352.0,-0.9151
24434,πανος,359.0,-0.9896
24434,πανος,425.0,-0.9327400000000001
24434,πανος,448.0,-0.9529857142857142
24434,πανος,530.0,-0.9611777777777779
24434,πανος,550.0,-0.9422714285714286
24434,πανος,950.0,-0.9666219512195122
24434,πανος,1127.0,-0.9166000000000001
24434,πανος,1150.0,-0.9859
