id,word,year,mean_weighted_sentiment
26665,πολις,-550.0,-0.971275
26665,πολις,-450.0,-0.99065
26665,πολις,-387.0,-0.9754333333333333
26665,πολις,-353.0,-0.9663200000000002
26665,πολις,-266.0,-0.924931884057971
26665,πολις,-155.0,-0.9594499999999999
26665,πολις,-149.0,-0.8664046153846154
26665,πολις,-50.0,-0.9154698744769875
26665,πολις,-34.0,-0.9399
26665,πολις,15.0,-0.9368700000000001
26665,πολις,49.0,-0.9873
26665,πολις,127.0,-0.95566
26665,πολις,147.0,-0.9096666666666667
26665,πολις,150.0,-0.9300445544554455
26665,πολις,152.0,-0.907275
26665,πολις,200.0,-0.9759818181818182
26665,πολις,219.0,-0.9785
26665,πολις,269.0,-0.9620285714285715
26665,πολις,299.0,-0.9494
26665,πολις,350.0,-0.9383052631578946
26665,πολις,425.0,-0.885238775510204
26665,πολις,448.0,-0.9335
26665,πολις,490.0,-0.9072625
26665,πολις,950.0,-0.9734421686746989
26665,πολις,1118.0,-0.9520888888888889
