id,word,year,mean_weighted_sentiment
21927,ναω,-500.0,-0.9412
21927,ναω,-479.0,-0.9725
21927,ναω,-450.0,-0.990075
21927,ναω,-415.0,-0.9357
21927,ναω,-353.0,-0.8155133333333332
21927,ναω,-300.0,0.9879
21927,ναω,-266.0,-0.5535428571428571
21927,ναω,-155.0,-0.9764
21927,ναω,-149.0,-0.98475
21927,ναω,-100.0,-0.94
21927,ναω,-50.0,-0.9283453900709221
21927,ναω,15.0,-0.9446
21927,ναω,49.0,-0.8875
21927,ναω,80.0,-0.861
21927,ναω,90.0,-0.9711
21927,ναω,127.0,-0.9935
21927,ναω,147.0,-0.9401
21927,ναω,150.0,-0.933040625
21927,ναω,152.0,-0.9614499999999999
21927,ναω,172.0,-0.988125
21927,ναω,200.0,-0.8831727272727273
21927,ναω,205.0,-0.9764
21927,ναω,219.0,-0.9848
21927,ναω,237.0,-0.9242375
21927,ναω,249.0,-0.9633666666666666
21927,ναω,269.0,-0.9691000000000001
21927,ναω,311.0,0.9768
21927,ναω,320.0,-0.9396
21927,ναω,335.0,-0.9843
21927,ναω,350.0,-0.9285846153846153
21927,ναω,352.0,-0.9099
21927,ναω,359.0,-0.9148
21927,ναω,425.0,-0.9213153846153846
21927,ναω,447.0,-0.8937
21927,ναω,448.0,-0.91242
21927,ναω,530.0,-0.9222
21927,ναω,550.0,-0.9476800000000001
21927,ναω,950.0,-0.9756873239436616
