id,word,year,mean_weighted_sentiment
32753,τοιουτος,-550.0,-0.991
32753,τοιουτος,-490.0,-0.9922
32753,τοιουτος,-479.0,-0.92895
32753,τοιουτος,-450.0,-0.8299
32753,τοιουτος,-415.0,-0.9627
32753,τοιουτος,-387.0,0.7019
32753,τοιουτος,-353.0,-0.8500222222222222
32753,τοιουτος,-266.0,-0.96236
32753,τοιουτος,-155.0,-0.9292666666666666
32753,τοιουτος,-149.0,-0.9898
32753,τοιουτος,-50.0,-0.9323613333333333
32753,τοιουτος,-34.0,-0.9821333333333332
32753,τοιουτος,15.0,-0.9461857142857143
32753,τοιουτος,49.0,-0.936275
32753,τοιουτος,80.0,-0.91455
32753,τοιουτος,90.0,-0.9394
32753,τοιουτος,127.0,-0.9683999999999999
32753,τοιουτος,147.0,-0.7989266666666668
32753,τοιουτος,150.0,-0.8896833333333334
32753,τοιουτος,152.0,-0.79605
32753,τοιουτος,161.0,-0.8763
32753,τοιουτος,172.0,-0.6412
32753,τοιουτος,200.0,-0.8658963414634145
32753,τοιουτος,219.0,-0.92155
32753,τοιουτος,237.0,-0.8829600000000001
32753,τοιουτος,269.0,-0.9636666666666667
32753,τοιουτος,299.0,-0.9053
32753,τοιουτος,311.0,-0.515
32753,τοιουτος,320.0,-0.9338833333333333
32753,τοιουτος,350.0,-0.8878361111111112
32753,τοιουτος,352.0,-0.9544666666666667
32753,τοιουτος,359.0,-0.9236
32753,τοιουτος,383.0,-0.7708999999999999
32753,τοιουτος,425.0,-0.84154375
32753,τοιουτος,448.0,-0.7229666666666666
32753,τοιουτος,490.0,-0.8825666666666666
32753,τοιουτος,530.0,-0.8020818181818182
32753,τοιουτος,550.0,-0.9497125000000001
32753,τοιουτος,950.0,-0.9673190476190475
32753,τοιουτος,1118.0,-0.952875
32753,τοιουτος,1127.0,-0.9544
32753,τοιουτος,1150.0,-0.9573
