id,word,year,mean_weighted_sentiment
36308,ψυχη,-550.0,-0.95355
36308,ψυχη,-500.0,-0.9891
36308,ψυχη,-490.0,-0.99315
36308,ψυχη,-479.0,-0.9434
36308,ψυχη,-450.0,-0.9909666666666667
36308,ψυχη,-387.0,-0.903256
36308,ψυχη,-353.0,-0.8320235294117646
36308,ψυχη,-266.0,-0.7693354430379746
36308,ψυχη,-50.0,-0.959736641221374
36308,ψυχη,15.0,-0.8157384615384615
36308,ψυχη,49.0,-0.9335333333333332
36308,ψυχη,147.0,-0.9882333333333334
36308,ψυχη,150.0,-0.9357713235294118
36308,ψυχη,152.0,-0.9519500000000001
36308,ψυχη,161.0,-0.981
36308,ψυχη,182.0,-0.9437333333333333
36308,ψυχη,200.0,-0.8000833333333333
36308,ψυχη,219.0,-0.9646250000000001
36308,ψυχη,237.0,-0.9087283018867924
36308,ψυχη,299.0,-0.9615
36308,ψυχη,311.0,-0.95746
36308,ψυχη,350.0,-0.8471375
36308,ψυχη,352.0,-0.97165
36308,ψυχη,425.0,-0.9333058823529412
36308,ψυχη,448.0,-0.9070666666666666
36308,ψυχη,490.0,0.9956
36308,ψυχη,530.0,-0.9017999999999999
36308,ψυχη,550.0,-0.9453799999999999
36308,ψυχη,950.0,-0.9759236842105262
36308,ψυχη,1150.0,-0.9088
