id,word,year,mean_weighted_sentiment
583,αημι,-550.0,-0.9444769230769231
583,αημι,-500.0,-0.9752285714285713
583,αημι,-490.0,-0.9128088888888889
583,αημι,-479.0,-0.930387619047619
583,αημι,-450.0,-0.8553458333333334
583,αημι,-415.0,-0.9591782608695654
583,αημι,-387.0,-0.95854
583,αημι,-353.0,-0.8780260402684564
583,αημι,-329.0,-0.9873
583,αημι,-300.0,-0.9503704545454543
583,αημι,-270.0,-0.8866327272727272
583,αημι,-266.0,-0.8263373860182371
583,αημι,-249.0,-0.9183166666666667
583,αημι,-155.0,-0.9252743902439025
583,αημι,-149.0,-0.8723984848484847
583,αημι,-100.0,-0.96635
583,αημι,-50.0,-0.9444720776699029
583,αημι,-34.0,-0.39935161290322574
583,αημι,15.0,-0.9023031818181818
583,αημι,49.0,-0.7588117647058824
583,αημι,80.0,-0.9224666666666668
583,αημι,90.0,-0.9082894736842105
583,αημι,127.0,-0.9092379629629631
583,αημι,147.0,-0.5172323404255319
583,αημι,150.0,-0.8528015151515151
583,αημι,152.0,-0.9093474576271188
583,αημι,161.0,-0.9527
583,αημι,172.0,-0.9442451351351353
583,αημι,182.0,-0.31275789473684207
583,αημι,200.0,-0.9085798853868194
583,αημι,205.0,-0.9636545454545454
583,αημι,219.0,-0.9519153846153844
583,αημι,237.0,-0.4831862068965518
583,αημι,249.0,-0.8288547619047618
583,αημι,269.0,-0.9517193857965451
583,αημι,299.0,-0.8804283950617285
583,αημι,311.0,-0.8882925
583,αημι,320.0,-0.883892057761733
583,αημι,335.0,-0.9400499999999999
583,αημι,350.0,-0.8929679738562092
583,αημι,352.0,-0.9499197916666665
583,αημι,359.0,-0.9610461538461539
583,αημι,383.0,-0.950975
583,αημι,410.0,-0.9456
583,αημι,425.0,-0.9044466292134833
583,αημι,447.0,-0.9277624999999999
583,αημι,448.0,-0.9227443113772454
583,αημι,490.0,-0.7929868421052632
583,αημι,530.0,-0.9337984084880636
583,αημι,550.0,-0.9318851211072664
583,αημι,950.0,-0.9691914199561404
583,αημι,1118.0,-0.9511241379310346
583,αημι,1127.0,-0.8871068965517241
583,αημι,1150.0,-0.9401105263157894
