id,word,year,mean_weighted_sentiment
8233,διαφορος,-479.0,-0.9866
8233,διαφορος,-353.0,-0.924975
8233,διαφορος,-50.0,-0.9380785714285714
8233,διαφορος,90.0,-0.8977
8233,διαφορος,127.0,-0.9201333333333334
8233,διαφορος,150.0,-0.9283999999999999
8233,διαφορος,172.0,-0.8608
8233,διαφορος,200.0,-0.95223125
8233,διαφορος,237.0,-0.5084
8233,διαφορος,269.0,-0.9933
8233,διαφορος,320.0,0.5782
8233,διαφορος,350.0,-0.9509
8233,διαφορος,352.0,-0.9906999999999999
8233,διαφορος,383.0,-0.9539222222222222
8233,διαφορος,425.0,-0.92165
8233,διαφορος,448.0,-0.9425
8233,διαφορος,530.0,-0.9280333333333334
8233,διαφορος,550.0,-0.93885
8233,διαφορος,950.0,-0.9803833333333335
