id,word,year,mean_weighted_sentiment
17745,κεντρον,-490.0,-0.49685
17745,κεντρον,-353.0,-0.9472
17745,κεντρον,-300.0,-0.92736875
17745,κεντρον,-270.0,-0.95350625
17745,κεντρον,-266.0,-0.9373
17745,κεντρον,-249.0,-0.9530083333333335
17745,κεντρον,-155.0,-0.3559400000000001
17745,κεντρον,-50.0,-0.9264125000000001
17745,κεντρον,147.0,-0.9349000000000001
17745,κεντρον,150.0,-0.9181999999999999
17745,κεντρον,200.0,-0.978525
17745,κεντρον,320.0,-0.8501909090909091
17745,κεντρον,425.0,-0.8793
17745,κεντρον,448.0,-0.9424
17745,κεντρον,950.0,-0.9775375
